Unique Investment Identifier,Business Case ID,Agency Code,Agency Name,Investment Title,Project ID,Agency Project ID,Project Name,Project Description,Start Date,Completion Date (B1),Planned Project Completion Date (B2),Projected/Actual Project Completion Date (B2),Lifecycle Cost,Schedule Variance (in days),Schedule Variance (%),Cost Variance ($ M),Cost Variance (%),Planned Cost ($ M),Projected/Actual Cost ($ M),Updated Date,Updated Time,Unique Project ID,Column 24,Column 25,Column 26,Column 27,Column 28
029-555555113,492,29,Department of Veterans Affairs,Medical Legacy,2310,1109160260,Third Party Billing Improvements for Fee Care,"The scope of this request is to enhance VistA software applications, IB, AR, Fee care modules, and related business practices to improve and ensure accurate billing, collections, data capture and reporting for all approved Non-VA care claims for services rendered by Non-VA health care providers. These enhancements would allow VHA to improve current processes with more efficient and effective practices, thereby improving the level of satisfaction of our Veterans.",25/07/2011,25/01/2013,20/01/2012,26/01/2012,2.178655,-6,-3.35,0,0,0.433,0.433,28/02/2012,14:14:32,1109160260,,,,,
029-555555113,492,29,Department of Veterans Affairs,Medical Legacy,2311,1109160272,3rd Party Billing (IB) Precertification Enhancements,This request is consistent with legislation which requires and authorizes VHA to seek reimbursement from third party health insurers for medical care provided by VA to insured Veterans for non-service connected treatment. Incorporating these enhancements would afford UR Nurses the opportunity to complete precertification reviews prior to treatment and would also give Billers the information needed via the modified PCRR to bill third party carriers for Fee Basis-related treatment. The VistA Fee Basis and Integrated Billing (IB) software packages would be affected by this request.,25/07/2011,25/01/2013,20/01/2012,26/01/2012,2.178655,-6,-3.35,0,0,0.433,0.433,28/02/2012,14:14:32,1109160272,,,,,
029-555555113,492,29,Department of Veterans Affairs,Medical Legacy,2312,1109160283,Emergency Humanitarian Third Party Payer Project,"Currently, the non-Veteran patient is responsible for both Inpatient and Outpatient billed charges for their entire patient stay. This requested enhancement will allow VHA to bill third party payers the cost of the visit directly and then bill the patient for the remainder, thus increasing the collections.",25/07/2011,25/01/2013,20/01/2012,26/01/2012,2.178655,-6,-3.35,0,0,0.433,0.433,28/02/2012,14:14:32,1109160283,,,,,
029-555555113,492,29,Department of Veterans Affairs,Medical Legacy,2313,1109160294,Additional Reasons Request when Suspending Bills,"The goal of this request is to accommodate legislation which prohibits action on bills to bankrupt debtors by allowing identification of such debtors in the VistA system. The objectives towards this goal are: (1) the cessation of calculation of interest and other charges for bills suspended due to bankruptcy as indicated in the mandate for this New Service Request (NSR), (2) the increased efficiency afforded the AR process due to the reporting changes indicated, (3) provide a bill suspension type of Bankruptcy within the VistA AR package, and (4) the addition of other bill suspension option values including Termination, Compromise, Charges Disputed, Probate, Congressional, etc.",25/07/2011,25/01/2013,20/01/2012,26/01/2012,2.178655,-6,-3.35,0,0,0.433,0.433,28/02/2012,14:14:32,1109160294,,,,,
029-555555113,492,29,Department of Veterans Affairs,Medical Legacy,2314,1109160326,Eliminate Creation of First Party Prepayments when Performing the Pharmacy Reset Copay Status Option,"With the elimination of automatically generated prepayments resulting from medication copayment cancellations, electronic refunds will be accurately shown in the accounting records as deposited and refunded from the 528703 fund. In addition, refunds will be processed with accurate amounts. After installation of this enhancement, the revenue staff will experience a reduction in prepayments as well as the time involved in the review process since only an overpayment from the Veteran will produce a prepayment. The reduction in the labor hours for this process will provide the revenue section with an opportunity to redirect the revenue staff as needed. A report would also be required to display those prescriptions that were affected by a change along with the corresponding billing information.",25/07/2011,25/01/2013,20/01/2012,26/01/2012,2.178655,-6,-3.35,0,0,0.433,0.433,28/02/2012,14:14:32,1109160326,,,,,
029-555555113,492,29,Department of Veterans Affairs,Medical Legacy,2315,1109160338,Rate Type and Revenue Source Codes for DoD Billing,"An RSC is a unique four-digit code created to define revenue sources within different VA programs. They allow for the accumulation of statistical data on the types of revenue generated, which may be used by management to compile data for reconciliation purposes and other related reports. It also ensures appropriate fund assignment. When the facility audits a bill using one of these RSCs, they are able to identify whether its an inpatient versus outpatient versus other service, but are unable to identify those specific to these special populations. This request seeks to add the following RSCs to the VistA IB and AR software packages.",25/07/2011,25/01/2013,20/01/2012,26/01/2012,2.178655,-6,-3.35,0,0,0.433,0.433,28/02/2012,14:14:32,1109160338,,,,,
029-555555113,492,29,Department of Veterans Affairs,Medical Legacy,,1003220616,Denied Claims Reports,"Currently, there is no report or audit tool that displays unpaid, unauthorized fee claims at a proper level of detail. This enhancement will provide appropriately detailed reporting capability locally and nationally. In addition, this enhancement will provide for data on appealed denied claims to be transmitted to Central Fee, which will also be reportable locally and nationally. This enhancement will provide a comprehensive picture of the total workload processed in the Fee claims office.",01/07/2010,29/06/2012,30/09/2011,31/12/2012,1.286912,-458,-100.44,0,0,0.514765,0.514765,21/05/2012,14:08:44,1003220616,,,,,
029-555555113,492,29,Department of Veterans Affairs,Medical Legacy,2810,1003260607,VistA Fee Invoice Acceptance Date Controls,"At times, VA cannot provide all of the necessary medical care and services required by its patients. In these cases, the VA may authorize medical care at private sector facilities for those Veterans who meet the eligibility requirements. This concept is referred to as fee basis care. Bills for services are submitted to the authorizing VA facility where the bill is reviewed and processed for payment. Currently in the local fee system, users have the ability to enter an invoice acceptance date that is prior to the actual treatment date. This deficiency not only negates the integrity of the data in the fee system but also could result in payment for services that were never rendered. This enhancement shall prevent the entry of fee claims into the local VistA Fee Package where the claims received date is prior to the admission/treatment date.",01/07/2010,19/10/2012,21/08/2012,21/08/2012,1.13665,-10,-1.28,0,0,0.80166,0.80166,21/05/2012,14:08:44,1003260607,,,,,
029-555555113,492,29,Department of Veterans Affairs,Medical Legacy,2811,1005040603,VA DoD VistA Fee-IPAC Interface,"The purpose of this enhancement is to enable the VistA Fee application to be used to process payments for care provided at DoD Military Treatment Facilities (MTFs) through the Department of Treasury Intra-governmental Payment and Collection (IPAC) system. IPAC provides a standardized inter-agency fund transfer mechanism for Federal Program Agencies (FPA). It facilitates the intra-governmental transfer of funds, with descriptive data, from one FPA to another. Processing payments through IPAC provides the ability to meet statutory requirements for accounting and reporting.This enhancement requires modification to the Legacy VistA Financials in order to electronically document all information required to process a claim through IPAC and to electronically send claim information to IPAC.",01/07/2010,02/03/2012,03/02/2012,31/12/2012,0.84817,-332,-210.13,0,0,0.424085,0.424085,17/04/2012,11:53:20,1005040603,,,,,
029-555555113,492,29,Department of Veterans Affairs,Medical Legacy,2812,1010070603,Distribution of Mental Health Clinical Reminders,This project provides for the national distribution of VistA Clinical Reminder templates created at local medical centers to support evidenced based therapy.,03/01/2011,30/09/2013,30/03/2012,15/08/2012,1.991782,-154,-34.07,0,0,0.193121,0.193121,14/08/2012,06:10:43,1010070603,,,,,
029-555555113,492,29,Department of Veterans Affairs,Medical Legacy,2813,1103030603,Event Capture Enhancements,"The purpose of Event Capture project is to provide a workload capturing system outside of Computerized Patient Reporting System (CPRS) and Patient Care Encounters (PCE). A simplified workload or encounter capturing program was created in Veterans Information System Technology Architecture (VistA). The objective of the Event Capture enhancements project is to enhance the existing system to capture additional information mandated by Congress. It also will enhance existing features or fix existing bugs to improve the user experience. This supports OI&T Corporate Product EnhancementDivision and other existing DSS reporting systems. In December 2011, this project was combined with parent project DSS Extracts Enhancements. All Event Capture Enhancements OMB reportable items and projectschedulewill be recorded in DSS Extracts/Event Capture 3.5 project starting January 2012.",01/07/2011,30/12/2011,30/12/2011,30/12/2011,2.0775,0,0,0,0,1.6875,1.6875,28/02/2012,14:14:32,1103030603,,,,,
029-555555113,492,29,Department of Veterans Affairs,Medical Legacy,2814,1103310603,ASISTS (Automated Safety Incident Surveillance and Tracking System) Case Management,"Modernize the existing VistA ASISTS and WC/OSH MIS applications using the CISS web-based portal application framework and underlying technology, implement ASISTS and WC/OSH MIS enhancements, and integrate the resulting solution with OHRS.This project will provide the VA with a centralized, integrated solution that will (1) capture, monitor, and report job-related incidents of accidental injuries and occupational illnesses; (2) manage and track Workers Compensation and occupational safety and health claims; and (3) electronically transmits WC claims to the Department of Labor Office of Workers' Compensation Programsand electronically receives case data from DOL.",07/09/2011,30/03/2012,30/03/2012,30/03/2012,24.8,0,0,0,0,1.8,1.8,17/04/2012,11:53:20,1103310603,,,,,
029-555555113,492,29,Department of Veterans Affairs,Medical Legacy,2815,1105020603,VistA Imaging Storage Infrastructure,"This project includes procurement and deployment of enhanced tier II enterprise storage infrastructure for VistA Imaging, enabling improved tier II storage for telemedicine capabilities (such as Teledermatology, Telepathology and Home Telewound care) to increase veteran access to scarce healthcare specialists, reduce unnecessary travel, and increase continuity of care.",03/01/2011,01/03/2017,30/12/2011,25/05/2012,59.619736,-245,-67.87,0,0,0.119732,0.119732,21/06/2012,10:40:20,1105020603,,,,,
