Unique Investment Identifier,Business Case ID,Agency Code,Agency Name,Investment Title,Project ID,Agency Project ID,Project Name,Project Description,Start Date,Completion Date (B1),Planned Project Completion Date (B2),Projected/Actual Project Completion Date (B2),Lifecycle Cost,Schedule Variance (in days),Schedule Variance (%),Cost Variance ($ M),Cost Variance (%),Planned Cost ($ M),Projected/Actual Cost ($ M),Updated Date,Updated Time,Unique Project ID,Column 24,Column 25,Column 26,Column 27,Column 28
025-000004570,669,25,Department of Housing and Urban Development,Mortgage Insurance,2950,,MultiFamily Housing Development and Automated Underwriting Solution,"Implementation of an industry specific, COTS automated underwriting solution that leverages the FHA Federal Financial Services Platform (FFSP).  It will enable HUD to manage the upfront risks of the MFH underwriting process effectively; adapt to changing market conditions with flexibility and agility; and effectively monitor and enforce lender performance.",10/02/2011,31/07/2013,31/10/2012,31/10/2012,7000000,0,0,0,0,6.45,6.45,29/02/2012,09:35:42,251540,,,,,
025-000004480,738,25,Department of Housing and Urban Development,Grants Management,1301,,Energy and Performance Information Center (EPIC),"This project allows HUD to collect, aggregate and report results of the substantial capital investments made through its public housing capital fund program, Operating Fund EPC program, and others. HUD would be able to collect information on the PHA/Tribal implementation of energy efficiency and water conservation measures. Implementation of the proposed automation features would ease the reporting burden on small PHAs and streamline HUD staff processing and approval of PHA/Tribal submissions.",20/12/2011,25/04/2013,25/04/2012,25/04/2012,2.4,-128,-100.79,0,0,0.671331,0.671331,28/02/2012,07:33:19,PIHCEEMP,,,,,
025-000004520,885,25,Department of Housing and Urban Development,Human Resources Automated Services,3177,,Separation Management,"To facilitate the efficient and effective employee separation programs that assist employees in transitioning to Federal and non-Federal employment; facilitate the reassignment or removal of unproductive, non-performing employees; and assist employees in transitioning to retirement from HUD.",22/03/2012,30/09/2013,30/09/2012,30/09/2012,0.4,0,0,0,0,0.4,0.4,18/07/2012,09:51:49,HRASHRE2E5,,,,,
025-000004520,885,25,Department of Housing and Urban Development,Human Resources Automated Services,3179,,Case Management,"To provide functionality to include the monitoring, tracking and reporting of data that support; addressing employee misconduct; addressing employee performance problems; managing administrative grievances; providing reasonable accommodation; administering employees assistance programs; administrative third party proceedings; and determining candidate. Also, facilitates benefit programs that attract, retain and support current and former agency employees.",22/03/2012,30/09/2013,30/09/2012,30/09/2012,0.8005,0,0,0,0,0.8005,0.8005,18/07/2012,09:51:49,HRASHRE2E3,,,,,
025-000004520,885,25,Department of Housing and Urban Development,Human Resources Automated Services,3181,,Talent Management,"Capability to develop effective human capital management strategies to ensure HUD is able to recruit, select, develop, train, and manage a high-quality, productive workforce in accordance with merit system principles to ensure employees have the right competencies and skills for work assignments. Includes conducting development needs assessments; designing, administering and delivering development programs; and evaluating the overall effectiveness of the agency's development approach.",22/03/2012,30/09/2013,30/09/2012,30/09/2012,2.037212,0,0,0,0,2.03721,2.03721,18/07/2012,09:51:49,HRASHRE2E4,,,,,
027-000000010,593,27,Office of Personnel Management,Consolidated Business Information System (CBIS),1140,,Critical Agency CBIS Tasks,"These tasks were mandated by the investment's Executive Steering Committee to address key task and priorities noted within the investment's revised vision to achieve 90- 95% functionality of the CBIS Phase 1 solution.  Currently, the agency has claimed success of the investment in achieving 75% functionality of the documented requirements.",01/04/2011,14/10/2011,11/10/2011,11/10/2011,0.865,-325,-168.39,0,0,0.864693,0.864693,05/12/2011,08:42:43,C-9 - C-10,,,,,
027-000000010,593,27,Office of Personnel Management,Consolidated Business Information System (CBIS),1141,,CBIS FY11 Tasks and Milestones,These dollars have been allocated for the completion of all planned FY11 tasks and milestones.,01/10/2009,30/12/2011,30/12/2011,30/12/2011,13.4,-245,-29.88,0,0,13.308513,13.308513,05/12/2011,08:42:43,FY11,,,,,
027-000000020,597,27,Office of Personnel Management,EPIC Transformation,230,,New Base Technology,This project covers work done in 2011 to establish a new base technology for EPIC.,01/10/2008,30/09/2011,30/09/2011,30/09/2011,322.78,0,0,5.066,11.17,45.359,40.293,28/02/2012,08:41:31,1,,,,,
027-000000019,598,27,Office of Personnel Management,EPIC Operations and Maintenance (O &amp; M),228,,2012 Maintenance Patches,This project is to apply maintenance patches to the EPIC O&M investment.,01/06/2012,30/09/2012,30/09/2012,30/09/2012,10.282,0,0,0,0,10.282,10.282,28/06/2012,20:04:36,1,,,,,
027-000000019,598,27,Office of Personnel Management,EPIC Operations and Maintenance (O &amp; M),229,,Maintenance Prior to 2012,This project tracks all of the EPIC O&M maintenance work prior to 2012.,01/10/2008,30/09/2011,30/09/2011,30/09/2011,101.548,0,0,2.833,5.83,48.562,45.729,25/01/2012,08:47:12,2,,,,,
027-000000018,601,27,Office of Personnel Management,Enterprise Infrastructure Operations (EIO),513,,EIO for 2011,This project is for all the milestones for 2011.,01/10/2010,30/09/2011,30/09/2011,30/09/2011,48.3,0,0,6.580825,14.62,45.01,38.429175,25/01/2012,08:47:13,3,,,,,
027-000000052,872,27,Office of Personnel Management,USA Staffing System,177,,FY12 Q2 Core USA Staffing System Update,FY12 Q2 Core USA Staffing System Update.,03/10/2011,31/03/2012,31/03/2012,31/03/2012,2.984,0,0,0.297511,9.97,2.984,2.686489,21/05/2012,06:29:39,1,,,,,
027-000000052,872,27,Office of Personnel Management,USA Staffing System,178,,FY12 EOD Update 1202*,FY12 EOD Update 1202*.,07/03/2012,30/05/2012,30/05/2012,03/06/2012,600,-93,-110.71,0,0,0.6,0.6,21/05/2012,06:29:39,10,,,,,
027-000000052,872,27,Office of Personnel Management,USA Staffing System,179,,USA Staffing for FY2011,This project is for FY2011 USA Staffing milestones not yet completed on September 2011.,01/10/2010,30/09/2011,30/09/2011,14/10/2011,11.364,-14,-7.69,-0.411,-3.62,11.364,11.775,30/01/2012,13:26:37,11,,,,,
027-000000052,872,27,Office of Personnel Management,USA Staffing System,180,,FY12 Q4 Core USA Staffing System Update,FY12 Q4 Core USA Staffing System Update.,02/04/2012,29/09/2012,29/09/2012,29/09/2012,3.05,0,0,0,0,3.05,3.05,30/04/2012,06:18:46,2,,,,,
027-000000052,872,27,Office of Personnel Management,USA Staffing System,181,,FY12 Q1 Oracle Security Patch (Database and Operating System),FY12 Q1 Oracle Security Patch (Database and Operating System).,18/10/2011,30/11/2011,30/11/2011,03/12/2011,0.01,-3,-6.98,2.0E-4,2,0.01,0.0098,28/03/2012,06:20:39,3,,,,,
027-000000052,872,27,Office of Personnel Management,USA Staffing System,182,,FY12 Q2 Oracle Security Patch (Database and Operating System),FY12 Q2 Oracle Security Patch (Database and Operating System).,17/01/2012,29/02/2012,29/02/2012,03/03/2012,0.01,-3,-6.98,2.07E-4,2.07,0.01,0.009793,21/05/2012,06:29:39,4,,,,,
027-000000052,872,27,Office of Personnel Management,USA Staffing System,183,,FY12 Q3 Oracle Security Patch (Database and Operating System),FY12 Q3 Oracle Security Patch (Database and Operating System).,17/04/2012,31/05/2012,31/05/2012,02/06/2012,0.01,-2,-4.55,9.2E-5,0.92,0.01,0.009908,05/07/2012,06:23:01,5,,,,,
027-000000052,872,27,Office of Personnel Management,USA Staffing System,185,,FY12 Continuity of Operations (COOP) Plan Test and Update,FY12 Continuity of Operations (COOP) Plan Test and Update.,01/03/2012,31/03/2012,31/03/2012,27/04/2012,0.025,-27,-90,-8.4E-4,-3.36,0.025,0.02584,21/05/2012,06:29:39,7,,,,,
027-000000052,872,27,Office of Personnel Management,USA Staffing System,186,,FY12 Contingency Plan Test and Update,FY12 Contingency Plan Test and Update.,01/04/2012,30/04/2012,30/04/2012,30/04/2012,0.015,0,0,-0.001493,-9.95,0.015,0.016493,21/05/2012,06:29:40,8,,,,,
027-000000052,872,27,Office of Personnel Management,USA Staffing System,187,,FY12 EOD Update 1201*,FY12 EOD Update 1201*.,04/10/2011,06/03/2012,06/03/2012,15/04/2012,651000,-40,-25.97,0.02457,3.77,0.651,0.62643,21/05/2012,06:29:40,9,,,,,
184-000000005,12,184,U.S. Agency for International Development,Phoenix - Financial Management System,1677,,Obligation Tagging (Phase 1),"A new obligation tagging tool will enable USAID staff to tag financial transactions in a system outside of Phoenix, for tracking and reporting purposes. USAID Missions have frequently voiced the need for a system that would enable them to track mission-specific data that is not captured in the accounting system. This would enable staff to report on financial pipeline without doing significant re-work each quarter to manually generate reports.",29/08/2011,20/04/2012,20/04/2012,17/04/2012,0.33,3,1.28,0,0,0.33,0.33,27/06/2012,12:29:37,1,,,,,
184-000000005,12,184,U.S. Agency for International Development,Phoenix - Financial Management System,1683,,Preliminary Planning for Phoenix Upgrade,"Initial planning for the next major upgrade of the baseline software. This project includes reviewing release schedules and features with the vendor, coordinating with other USG agencies that use the same COTS product, and deciding upon the software version and deployment timeline. The upgrade is currently planned for FY 2013.",01/12/2011,30/06/2012,30/06/2012,31/08/2012,0.048,-62,-29.25,0,0,0.048,0.048,27/07/2012,08:35:04,7,,,,,
184-000000005,12,184,U.S. Agency for International Development,Phoenix - Financial Management System,3183,,Obligation Tagging (PhoenixMAPPR) Phase 2,"USAID has successfully deployed the first version of PhoenixMAPPR (obligation tagging tool) to several overseas missions. USAID will develop and deploy the next version of the tool, PhoenixMAPPR 1.1, which contains enhancements based on user requests.",11/06/2012,17/07/2012,17/07/2012,17/07/2012,0.035,0,0,0,0,0.035,0.035,27/07/2012,08:35:04,9,,,,,
184-000000016,392,184,U.S. Agency for International Development,Steady State IT Infrastructure & Technology Modernization Program,1594,,General Office Services,This project provides program and project management support for all of the projects managed under the Steady State IT Infrastructure investment and also supports desktop replacement.,01/10/2010,30/09/2011,30/09/2011,30/09/2011,1.3,0,0,0,0,1.3,1.3,28/02/2012,15:12:20,gen_office,,,,,
202-000001020,763,202,U.S. Army Corps of Engineers,Emergency Response Program (ENGLink),598,,ENGLink Interactive O and M,ENGLink v1.0/2.0 O & M.,20/09/1997,30/09/2015,02/11/2012,02/11/2012,12.047,0,0,0,0,0.15,0.15,28/08/2012,10:59:33,B,,,,,
202-000001031,766,202,U.S. Army Corps of Engineers,Operations & Maintenance Business Info Link PLUS (OMBIL),644,,LPMS Integration,Merge duplicate data entry systems into one online application.,01/10/2009,30/09/2013,30/09/2012,30/09/2012,0.605,0,0,2.0E-5,0.02,0.125002,0.124982,28/08/2012,09:55:21,A,,,,,
202-000001031,766,202,U.S. Army Corps of Engineers,Operations & Maintenance Business Info Link PLUS (OMBIL),645,,WCSC Navigation Module Modernization,Improve the collection capabilities of the navigation module and upgrade the system by automating the remaining input processes.,01/10/2011,30/09/2013,30/09/2012,30/09/2012,0.65,0,0,0,0,0.16,0.16,29/05/2012,11:41:02,B,,,,,
202-000001060,768,202,U.S. Army Corps of Engineers,Real Estate Management Information System (REMIS),1245,,FY 2012 - Integrated T and E / Deploy,"Milestone 40299 - Testing and Deployment of all changes made to REMIS, including O&M and enhancements.",03/10/2011,28/09/2012,28/09/2012,28/09/2012,0.7,0,0,0,0,0.7,0.7,30/04/2012,07:34:56,C,,,,,
202-000001060,768,202,U.S. Army Corps of Engineers,Real Estate Management Information System (REMIS),1246,,Build 7 - User Interface (Phase III),"Milestone 24261 - Planning, Design, and Development of a modernized user interface for REMIS.",01/05/2010,31/07/2012,30/11/2011,31/08/2012,1.375,-275,-47.58,-0.468881,-34.1,1.375,1.843881,28/08/2012,09:57:04,D,,,,,
202-000002015,824,202,U.S. Army Corps of Engineers,USACE  Automation,588,,Email Enhancements,Centralize Email for all USACE to the Central and Western Processing Centers.,10/12/2010,30/06/2012,01/06/2012,06/06/2012,8.275,-5,-0.93,0,0,8.275,8.275,28/06/2012,13:26:43,A,,,,,
202-000002015,824,202,U.S. Army Corps of Engineers,USACE  Automation,590,,PC Backup and Imaging.,Provide backup and imaging of all USACE PCs to handle PC failures and data loss.,01/03/2011,30/09/2012,30/09/2012,30/09/2012,4.61155,0,0,0,0,4.61155,4.61155,29/05/2012,11:38:28,C,,,,,
202-000002016,825,202,U.S. Army Corps of Engineers,USACE Communications,2068,,IPv6 Transition,Comply with Federal Law and OMB goals for transition from IPv4 to IPv6.,01/07/2010,30/09/2015,29/06/2012,28/09/2012,1.206,-91,-30.13,0.0215,10.75,0.2,0.1785,31/07/2012,06:40:10,A,,,,,
202-000002016,825,202,U.S. Army Corps of Engineers,USACE Communications,2069,,WAN Acceleration,Implement enterprise infrastructure to enable WAN acceleration devices throughout USACE.,01/11/2011,01/06/2014,01/06/2012,21/09/2012,2.4,-112,-52.58,2.5E-4,0.03,0.801,0.80075,28/08/2012,09:47:32,B,,,,,
202-000002017,826,202,U.S. Army Corps of Engineers,Information Assurance,1465,,Identity Management (IDM),"IDM goals iinclude Single Sign On, PKI Compliance, Automation & Standardization of Password & Role Management and compliance with DoD/Army mandates for CAC/PKI and HSPD-12 requirement to use Smart Card Tokens for physical and digital access control.",01/07/2011,30/09/2012,13/05/2012,07/06/2012,4.07,-25,-13.89,0.2925,58.5,0.5,0.2075,28/06/2012,11:59:02,C,,,,,
429-000002005,4,429,Nuclear Regulatory Commission,Incident Response System (IRS),1041,,Emergency Telecommunication System (ETS),Maintenance activities to support telephone circuits and equipment during an emergency to communicate with all commercial nuclear power plants (NPPs) and major fuel cycle facilities.,01/10/2011,30/09/2012,30/09/2012,30/09/2012,0.32,0,0,0,0,0.32,0.32,23/04/2012,13:09:36,1,,,,,
429-000002005,4,429,Nuclear Regulatory Commission,Incident Response System (IRS),1042,,Secure Video Telecommunications System (SVTC),Maintenance activities to support a secret level video conferencing capability to perform classified face to face coordination with other government agencies.,01/10/2011,30/09/2012,28/09/2012,28/09/2012,0.6,0,0,0,0,0.6,0.6,23/04/2012,13:09:36,2,,,,,
429-000002005,4,429,Nuclear Regulatory Commission,Incident Response System (IRS),1043,,Emergency Response Data System (ERDS),Maintenance activities to support NRC licensees to transmit reactor data points to the HOC for independent safety analysis.,01/10/2011,30/09/2012,30/09/2012,30/09/2012,0.84,0,0,0.005,0.6,0.84,0.835,20/07/2012,07:32:45,3,,,,,
429-000002005,4,429,Nuclear Regulatory Commission,Incident Response System (IRS),1044,,Operations Center Information Management System  (OCIMS),"Maintenance activities to support NRC Headquarters Operations Center technical capabilities that includes a range of services for data, display and voice.",01/10/2011,30/09/2012,30/09/2012,30/09/2012,0.952,0,0,0.001,0.11,0.952,0.951,20/07/2012,07:32:45,4,,,,,
429-000001020,9,429,Nuclear Regulatory Commission,Budget Formulation System (BFS),744,,EPM 11.1.2.1 Upgrade,"Service Pack upgrade 11.1.2.1, FAIMIS to BFS Integration and establishment of Salaries and Benefit Application.",05/07/2011,30/09/2011,23/09/2011,14/10/2011,0.181,-21,-39.62,0.001,0.56,0.18,0.179,27/01/2012,13:39:58,2011A,,,,,
429-000001020,9,429,Nuclear Regulatory Commission,Budget Formulation System (BFS),1302,,BFS - FY11 O&M,"Annual Operation and Maintenance (licenses, technical support and security scans).",01/10/2010,30/09/2011,30/09/2011,30/09/2011,0.289,0,0,0.178,61.59,0.289,0.111,28/11/2011,08:05:23,2011B,,,,,
429-000001020,9,429,Nuclear Regulatory Commission,Budget Formulation System (BFS),1303,,BFS - FY12 O&M,"Annual Operation and Maintenance (licenses, technical support and security scans) and minor enhancements.",01/10/2011,30/09/2012,30/09/2012,30/09/2012,0.577,0,0,0.207,35.88,0.577,0.37,20/07/2012,07:23:09,2012B,,,,,
429-000000010,89,429,Nuclear Regulatory Commission,Agencywide Documents Access and Management System (ADAMS),740,,"ADAMS Operations and Maintenance, and Document Processing","ADAMS Operations and Maintenance, Software Licenses, Security Monitoring, and Document Processing.",01/10/2010,30/09/2011,30/09/2011,30/09/2011,5.358,0,0,-0.242,-9.28,2.607,2.849,27/01/2012,13:30:34,1,,,,,
